SCHUL_KND_SC_NM,ORG_RDNMA,ORG_RDNDA
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동)
고등학교,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동)
고등학교,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동)
고등학교,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동)
고등학교,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 중구 다산로 290,(흥인동)
고등학교,서울특별시 노원구 중계로 155,(중계동)
고등학교,서울특별시 노원구 초안산로5길 66,(월계동/월계고등학교)
고등학교,서울특별시 영등포구 선유로 227,/ 선유고등학교 (양평동4가)
고등기술학교,서울특별시 영등포구 여의대방로61길 42,(신길동)
고등기술학교,서울특별시 영등포구 여의대방로61길 42,(신길동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
고등학교,서울특별시 구로구 오리로 1355-10,/ 서서울생활과학고등학교 (궁동)
